,Название,Сеть,Адрес,Город,Оборудование в магазине,Статус поддержки,tClients,name_combined,adr_tocheck,geometry.location.lat,geometry.location.lng,formatted_address,locality,administrative_area_level_2,administrative_area_level_1,route,street_number
284,20456,Теле-2,"г. Новосибирск, ул. Дзержинского, д. 61",,20456_ESL-SES,Нет активной поддержки,"Новосибирский  филиал ООО ""Т2 Мобайл""",20 456," г. Новосибирск, ул. Дзержинского, д. 61",55.0570566,82.9767632,"пр. Дзержинского, 61, Новосибирск, Новосибирская обл., Россия, 630015",Новосибирск,город Новосибирск,Новосибирская область,проспект Дзержинского,61
285,68983,Теле-2,"г. Новосибирск, Красный пр-т, д. 188",,68983_ESL-SES,Нет активной поддержки,"Новосибирский  филиал ООО ""Т2 Мобайл""",68 983," г. Новосибирск, Красный пр-т, д. 188",55.0596976,82.9140932,"пр-кт, 188, Новосибирск, Новосибирская обл., Россия, 630049",Новосибирск,город Новосибирск,Новосибирская область,пр-кт,188
286,730687,Теле-2,"г. Омск, б-р Архитекторов, д.35 СТЦ «Мега»",,730687_ESL-SES,Архивный,"Омский  филиал ООО ""Т2 Мобайл""",730 687," г. Омск, б-р Архитекторов, д.35 СТЦ «Мега»",54.9712664,73.28429969999999,"ТЦ ""Мега"", ул. бул. Архитекторов, 35, Омск, Омская обл., Россия, 644074",Омск,город Омск,Омская область,улица Бульвар Архитекторов,35
287,961411,Теле-2,"г. Томск, ул. Беринга, д. 10",,961411_ESL-ZKong,Нет активной поддержки,Томский филиал Т2 МОБАЙЛ ООО,961 411," г. Томск, ул. Беринга, д. 10",56.515753,85.0344743,"ул. Беринга, 10, Томск, Томская обл., Россия, 634063",Томск,город Томск,Томская область,улица Беринга,10
288,1062841,Теле-2,"г. Томск, Комсомольский пр-т, д. 13б (Изумрудный город)",,1062841_ESL-SES,На поддержке,Томский филиал Т2 МОБАЙЛ ООО,1 062 841," г. Томск, Комсомольский пр-т, д. 13б (Изумрудный город)",56.4886126,84.97914469999999,"Комсомольский просп., 13Б, Томск, Томская обл., Россия, 634003",Томск,город Томск,Томская область,Комсомольский проспект,13Б
289,115034,Теле-2,"г. Абакан, Некрасова, д. 31а",,115034_ESL-SES,Нет активной поддержки,Хакасия и Тыва филиал ООО “Т2 Мобайл”,115 034," г. Абакан, Некрасова, д. 31а",53.7245994,91.4219574,"ул. Некрасова, 31А, Абакан, Респ. Хакасия, Россия, 655004",Абакан,город Абакан,Республика Хакасия,улица Некрасова,31А
290,879334,Теле-2,"г. Абакан, Пушкина, д. 48",,879334_ESL-SES,На поддержке,Хакасия и Тыва филиал ООО “Т2 Мобайл”,879 334," г. Абакан, Пушкина, д. 48",53.71877569999999,91.4570196,"ул. Пушкина, 48, Абакан, Респ. Хакасия, Россия, 655000",Абакан,город Абакан,Республика Хакасия,улица Пушкина,48
291,1095903,Теле-2,"г. Кызыл, ул. Кочетова, д. 47",,1095903_ESL-SES,На поддержке,Хакасия и Тыва филиал ООО “Т2 Мобайл”,1 095 903," г. Кызыл, ул. Кочетова, д. 47",51.7192805,94.4409017,"ул. Кочетова, 47, Кызыл, Респу́блика Тыва́, Россия, 667961",Кызыл,город Кызыл,Респу́блика Тыва́,улица Кочетова,47
292,1018332,Теле-2,"Белгородская обл., г. Алексеевка, ул. Мостовая, д. 71",,1018332_ESL-SES,Архивный,"Белгородский филиал ООО ""Т2 Мобайл""",1 018 332," Белгородская обл., г. Алексеевка, ул. Мостовая, д. 71",50.6294692,38.6897593,"ул. Мостовая, 71, Алексеевка, Белгородская обл., Россия, 309850",Алексеевка,город Алексеевка,Белгородская область,улица Мостовая,71
293,754507,Теле-2,"г. Белгород, ул. Попова, д. 25",,754507_ESL-SES,Нет активной поддержки,"Белгородский филиал ООО ""Т2 Мобайл""",754 507," г. Белгород, ул. Попова, д. 25",50.6016245,36.5899504,"ул. Попова, 25, Белгород, Белгородская обл., Россия, 308034",Белгород,город Белгород,Белгородская область,улица Попова,25
294,47341,Теле-2,"г. Белгород, Гражданский пр-т, д. 10",,47341_ESL-SES,Нет активной поддержки,"Белгородский филиал ООО ""Т2 Мобайл""",47 341," г. Белгород, Гражданский пр-т, д. 10",50.5936282,36.6014474,"Деловой центр ""Концепт"", Гражданский пр., 10, Белгород, Белгородская обл., Россия, 308009",Белгород,город Белгород,Белгородская область,Гражданский проспект,10
295,1018302,Теле-2,"г. Белгород, ул. Щорса, д. 64.",,1018302_ESL-SES,На поддержке,"Белгородский филиал ООО ""Т2 Мобайл""",1 018 302," г. Белгород, ул. Щорса, д. 64.",50.5523075,36.56747680000001,"ул. Щорса, 64, Дубовое, Белгородская обл., Россия, 308036",Дубовое,Белгородский район,Белгородская область,улица Щорса,64
296,968265,Теле-2,"г. Белгород, ул. Макаренко, д.12",,968265_ESL-SES,На поддержке,"Белгородский филиал ООО ""Т2 Мобайл""",968 265," г. Белгород, ул. Макаренко, д.12",50.5775359,36.6682017,"Макаренко ул., 12, Белгород, Белгородская обл., Россия, 308029",Белгород,город Белгород,Белгородская область,Макаренко улица,12
297,964040,Теле-2,"г. Курск, ул. Карла Маркса, д. 6",,964040_ESL-ZKong,Нет активной поддержки,"Курский филиал ООО ""Т2 МОБАЙЛ""",964 040," г. Курск, ул. Карла Маркса, д. 6",51.74920909999999,36.1928762,"ул. Карла Маркса, 6, Курск, Курская обл., Россия, 305004",Курск,город Курск,Курская область,улица Карла Маркса,6
298,1071538,Теле-2,"г. Липецк, ул. Титова, д. 10",,1071538_ESL-SES,Нет активной поддержки,"Липецкий филиал ООО ""Т2 Мобайл""",1 071 538," г. Липецк, ул. Титова, д. 10",52.6170463,39.5566721,"ул. Титова, 10, Липецк, Липецкая обл., Россия, 398043",Липецк,город Липецк,Липецкая область,улица Титова,10
299,737945,Теле-2,"г. Липецк, пл. Победы, д. 1  ",,737945_ESL-SES,Нет активной поддержки,"Липецкий филиал ООО ""Т2 Мобайл""",737 945," г. Липецк, пл. Победы, д. 1  ",52.6033068,39.57489270000001,"пл. Победы, 1, Липецк, Липецкая обл., Россия, 398001",Липецк,город Липецк,Липецкая область,Площадь Победы,1
300,127466,Теле-2,"г. Липецк, ул. Советская, д. 66 ",,127466_ESL-SES,Нет активной поддержки,"Липецкий филиал ООО ""Т2 Мобайл""",127 466," г. Липецк, ул. Советская, д. 66 ",52.6039608,39.5772449,"ул. Советская, 66, Липецк, Липецкая обл., Россия, 398001",Липецк,город Липецк,Липецкая область,улица Советская,66
301,742532,Теле-2,"г. Саранск, ул. Пролетарская, д. 79",,742532_ESL-SES,Нет активной поддержки,Саранский филиал ООО “Т2 Мобайл”,742 532," г. Саранск, ул. Пролетарская, д. 79",54.1900968,45.1778745,"Пролетарская ул., 79, Саранск, Респ. Мордовия, Россия, 430016",Саранск,город Саранск,Республика Мордовия,Пролетарская улица,79
302,826700,Теле-2,"г. Саранск, ул. Волгоградская, д. 71",,826700_ESL-SES,Нет активной поддержки,Саранский филиал ООО “Т2 Мобайл”,826 700," г. Саранск, ул. Волгоградская, д. 71",54.1857014,45.21726410000001,"Волгоградская ул., 71, Саранск, Респ. Мордовия, Россия, 430009",Саранск,город Саранск,Республика Мордовия,Волгоградская улица,71
303,781841,Теле-2,"г. Ливны, пл. Автовокзальная, д.2",,781841_ESL-SES,Нет активной поддержки,"Орловский филиал ООО ""Т2 Мобайл""",781 841," г. Ливны, пл. Автовокзальная, д.2",52.4282402,37.60278479999999,"Ливны, Орловская обл., Россия",Ливны,город Ливны,Орловская область,,
304,1056465,Теле-2,"г. Орел, ул. Комсомольская, д. 229А",,1056465_ESL-SES,На поддержке,"Орловский филиал ООО ""Т2 Мобайл""",1 056 465," г. Орел, ул. Комсомольская, д. 229А",52.9410433,36.050389,"ул. Комсомольская, 229А, Орёл, Орловская обл., Россия, 302016",Орёл,город Орел,Орловская область,улица Комсомольская,229А
305,108276,Теле-2,"г. Пенза, ул. Кирова, д. 73",,108276_ESL-SES,Нет активной поддержки,"Пензенский филиал ООО ""Т2 Мобайл""",108 276," г. Пенза, ул. Кирова, д. 73",53.198275,45.0211543,"ул. Кирова, 73, Пенза, Пензенская обл., Россия, 440600",Пенза,город Пенза,Пензенская область,улица Кирова,73
306,845343,Теле-2,"г. Пенза, ул. Суворова, д. 144А",,845343_ESL-SES,Нет активной поддержки,"Пензенский филиал ООО ""Т2 Мобайл""",845 343," г. Пенза, ул. Суворова, д. 144А",53.2025276,44.9977847,"ул. Суворова, 144-А, Пенза, Пензенская обл., Россия, 440008",Пенза,город Пенза,Пензенская область,улица Суворова,144-А
307,113616,Теле-2,"г. Пенза , пр-т Строителей, д. 1В",,113616_ESL-SES,Нет активной поддержки,"Пензенский филиал ООО ""Т2 Мобайл""",113 616," г. Пенза , пр-т Строителей, д. 1В",53.2204748,44.9516836,"пр. Строителей, 1В, Пенза, Пензенская обл., Россия, 440066",Пенза,город Пенза,Пензенская область,проспект Строителей,1В
308,740626,Теле-2,"г. Пенза, с.Засечное, ул. Новотерновская, д. 1, ТЦ Слава",,740626_ESL-SES,Нет активной поддержки,"Пензенский филиал ООО ""Т2 Мобайл""",740 626," г. Пенза, с.Засечное, ул. Новотерновская, д. 1, ТЦ Слава",53.1322451,45.0226704,"Ново-Терновская ул., 1, Засечное, Пензенская обл., Россия, 440068",Засечное,Пензенский район,Пензенская область,Ново-Терновская улица,1
309,736578,Теле-2,"г. Саратов,  ул. Тархова, д. 29а, «Рынок Солнечный»",,736578_ESL-SES,Нет активной поддержки,"Саратовский филиал ООО ""Т2 Мобайл""",736 578," г. Саратов,  ул. Тархова, д. 29а, «Рынок Солнечный»",51.60974539999999,46.0015405,"ул. Тархова, 29A/1, Саратов, Саратовская обл., Россия, 410035",Саратов,город Саратов,Саратовская область,улица Тархова,29A/1
310,1082903,Теле-2,"г. Саратов, пр-т Кирова, д. 23",,1082903_ESL-SES,Нет активной поддержки,"Саратовский филиал ООО ""Т2 Мобайл""",1 082 903," г. Саратов, пр-т Кирова, д. 23",51.5335544,46.0177273,"пл. Кирова, 23, Саратов, Саратовская обл., Россия, 410012",Саратов,город Саратов,Саратовская область,площадь Кирова,23
311,768754,Теле-2,"г. Энгельс, ул. Ленина, д. 4",,768754_ESL-SES,Нет активной поддержки,"Саратовский филиал ООО ""Т2 Мобайл""",768 754," г. Энгельс, ул. Ленина, д. 4",51.5029586,46.1172224,"ул. Ленина, 4, Энгельс, Саратовская обл., Россия, 413100",Энгельс,город Энгельс,Саратовская область,улица Ленина,4
312,90002,Теле-2,"г. Борисоглебск, ул. Советская, д. 37",,90002_ESL-SES,Нет активной поддержки,Воронежский филиал Т2 МОБАЙЛ ООО,90 002," г. Борисоглебск, ул. Советская, д. 37",51.3686502,42.0774757,"ул. Советская, 37, Борисоглебск, Воронежская обл., Россия, 397160",Борисоглебск,Борисоглебский городской округ,Воронежская область,улица Советская,37
313,1017611,Теле-2,"г. Воронеж, Ленинский пр-т, д. 174п",,1017611_ESL-SES,Нет активной поддержки,Воронежский филиал Т2 МОБАЙЛ ООО,1 017 611," г. Воронеж, Ленинский пр-т, д. 174п",51.6976931,39.2746926,"Ленинский пр-т., 174П, Воронеж, Воронежская обл., Россия, 394063",Воронеж,город Воронеж,Воронежская область,Ленинский проспект,174П
314,1106428,Теле-2,"г. Воронеж, б-р Победы, д. 23Б, ТЦ Арена ",,1106428_ESL-SES,Нет активной поддержки,Воронежский филиал Т2 МОБАЙЛ ООО,1 106 428," г. Воронеж, б-р Победы, д. 23Б, ТЦ Арена ",51.710854,39.159657,"б-р Победы, 23Б, Воронеж, Воронежская обл., Россия, 394077",Воронеж,город Воронеж,Воронежская область,бульвар Победы,23Б
315,909018,Теле-2,"г. Воронеж, ул. Героев Сибиряков, д. 65А, ТЦ Армада",,909018_ESL-SES,Нет активной поддержки,Воронежский филиал Т2 МОБАЙЛ ООО,909 018," г. Воронеж, ул. Героев Сибиряков, д. 65А, ТЦ Армада",51.64604000000001,39.138694,"ул. Героев Сибиряков, 65А, Воронеж, Воронежская обл., Россия, 394051",Воронеж,город Воронеж,Воронежская область,улица Героев Сибиряков,65А
316,918765,Теле-2,"г. Воронеж, Московский пр-т, д. 129/1, ТЦ МП",,918765_ESL-ZKong,Нет активной поддержки,Воронежский филиал Т2 МОБАЙЛ ООО,918 765," г. Воронеж, Московский пр-т, д. 129/1, ТЦ МП",51.7179168,39.177179,"Московский просп., 129/1, Воронеж, Воронежская обл., Россия, 394005",Воронеж,город Воронеж,Воронежская область,Московский проспект,129/1
317,1050098,Теле-2,"г. Воронеж, ул. Парковая, д. 3",,1050098_ESL-SES,На поддержке,Воронежский филиал Т2 МОБАЙЛ ООО,1 050 098," г. Воронеж, ул. Парковая, д. 3",51.7408635,39.3685142,"Парковая ул., 3, Воронеж, Воронежская обл., Россия, 394011",Воронеж,город Воронеж,Воронежская область,Парковая улица,3
318,1060740,Теле-2,"г. Воронеж, ул. 20-летия октября, д. 90 ",,1060740_ESL-SES,На поддержке,Воронежский филиал Т2 МОБАЙЛ ООО,1 060 740," г. Воронеж, ул. 20-летия октября, д. 90 ",51.6557531,39.188707,"ул. 20-летия Октября, 90, Воронеж, Воронежская обл., Россия, 394006",Воронеж,город Воронеж,Воронежская область,улица 20-летия Октября,90
319,836876,Теле-2,"г. Брянск, ул. Красноармейская, д. 100 ",,836876_ESL-SES,Нет активной поддержки,Брянский филиал Т2 МОБАЙЛ ООО,836 876," г. Брянск, ул. Красноармейская, д. 100 ",53.2407593,34.3461711,"ул. Красноармейская, 100, Брянск, Брянская обл., Россия, 241019",Брянск,город Брянск,Брянская область,улица Красноармейская,100
320,98609,Теле-2,"г. Брянск, ул. Объездная, д. 30",,98609_ESL-SES,На поддержке,Брянский филиал Т2 МОБАЙЛ ООО,98 609," г. Брянск, ул. Объездная, д. 30",53.2756079,34.3161485,"Объездная ул., 30, Брянск, Брянская обл., Россия, 241023",Брянск,город Брянск,Брянская область,Объездная улица,30
321,1009023,Теле-2,"г. Брянск, ул. 3 Интернационала, д. 8",,1009023_ESL-SES,Нет активной поддержки,Брянский филиал Т2 МОБАЙЛ ООО,1 009 023," г. Брянск, ул. 3 Интернационала, д. 8",53.30799529999999,34.30190390000001,"ул. 3 Интернационала, 8, Брянск, Брянская обл., Россия, 241035",Брянск,город Брянск,Брянская область,улица 3 Интернационала,8
322,58517,Теле-2,"г. Тамбов, Коммунальная ул./Носовская ул., д. 21/7",,58517_ESL-ZKong,Нет активной поддержки,Тамбовский филиал Т2 МОБАЙЛ ООО,58 517," г. Тамбов, Коммунальная ул./Носовская ул., д. 21/7",52.725202,41.4469901,"Носовская ул., 21, Тамбов, Тамбовская обл., Россия, 392000",Тамбов,город Тамбов,Тамбовская область,Носовская улица,21
323,903417,Теле-2,"г. Тамбов, ул. Мичуринская, д. 211 ",,903417_ESL-SES,Нет активной поддержки,Тамбовский филиал Т2 МОБАЙЛ ООО,903 417," г. Тамбов, ул. Мичуринская, д. 211 ",52.76665149999999,41.39729,"ул. Мичуринская, 211, Тамбов, Тамбовская обл., Россия, 392027",Тамбов,город Тамбов,Тамбовская область,улица Мичуринская,211
324,139711,Теле-2,"г. Тамбов, ул. Чичерина , д. 3",,139711_ESL-ZKong,На поддержке,Тамбовский филиал Т2 МОБАЙЛ ООО,139 711," г. Тамбов, ул. Чичерина , д. 3",52.7685447,41.4043473,"ул. Чичерина, 3, Тамбов, Тамбовская обл., Россия, 392027",Тамбов,город Тамбов,Тамбовская область,улица Чичерина,3
325,113630,Теле-2,"г. Сыктывкар, Октябрьский пр-т, д. 141",,113630_ESL-ZKong,Нет активной поддержки,"Сыктывкарский филиал ООО ""Т2 Мобайл""",113 630," г. Сыктывкар, Октябрьский пр-т, д. 141",61.69848990000001,50.8015282,"Октябрьский пр., 141, Сыктывкар, Респ. Коми, Россия, 167000",Сыктывкар,город Сыктывкар,Республика Коми,Октябрьский проспект,141
326,933989,Теле-2,"г. Ухта, ул. Заводская, д. 3",,933989_ESL-ZKong,Нет активной поддержки,"Сыктывкарский филиал ООО ""Т2 Мобайл""",933 989," г. Ухта, ул. Заводская, д. 3",63.5662045,53.7093822,"ул. Заводская, 3, Ухта, Респ. Коми, Россия, 169300",Ухта,город Ухта,Республика Коми,улица Заводская,3
327,111383,Теле-2,"г. Сыктывкар, ул. Коммунистическая, д. 50",,111383_ESL-SES,Нет активной поддержки,"Сыктывкарский филиал ООО ""Т2 Мобайл""",111 383," г. Сыктывкар, ул. Коммунистическая, д. 50",61.6623895,50.805108,"ул. Коммунистическая, 50, Сыктывкар, Респ. Коми, Россия, 167000",Сыктывкар,город Сыктывкар,Республика Коми,улица Коммунистическая,50
328,797957,Теле-2,"г. Нефтеюганск, 2-й мкрн., д. 33",,797957_ESL-ZKong,Нет активной поддержки,Ханты-Мансийский филиал Т2 МОБАЙЛ ООО,797 957," г. Нефтеюганск, 2-й мкрн., д. 33",61.0732452,72.6126702,"микрорайон, 33, Нефтеюганск, Ханты-Мансийский автономный округ, Россия, 628306",Нефтеюганск,город Нефтеюганск,Ханты-Мансийский автономный округ,микрорайон,33
329,1071722,Теле-2,"г. Нижневартовск, ул. Ленина, д. 15П, ТЦ Югра Молл (у поддержки Кузоваткина 17)",,1071722_ESL-SES,Нет активной поддержки,Ханты-Мансийский филиал Т2 МОБАЙЛ ООО,1 071 722," г. Нижневартовск, ул. Ленина, д. 15П, ТЦ Югра Молл (у поддержки Кузоваткина 17)",60.9410994,76.54740579999999,"ул. Ленина, 15П, Нижневартовск, Ханты-Мансийский автономный округ, Россия, 628600",Нижневартовск,город Нижневартовск,Ханты-Мансийский автономный округ,улица Ленина,15П
330,112478,Теле-2,"г. Нижневартовск, ул. Ленина, д. 8",,112478_ESL-ZKong,Нет активной поддержки,Ханты-Мансийский филиал Т2 МОБАЙЛ ООО,112 478," г. Нижневартовск, ул. Ленина, д. 8",60.94047,76.55873,"ул. Ленина, 8, Нижневартовск, Ханты-Мансийский автономный округ, Россия, 628606",Нижневартовск,город Нижневартовск,Ханты-Мансийский автономный округ,улица Ленина,8
331,1134063,Теле-2,"г. Сургут, пр-т Ленина, д. 37",,1134063_ESL-SES,Нет активной поддержки,Ханты-Мансийский филиал Т2 МОБАЙЛ ООО,1 134 063," г. Сургут, пр-т Ленина, д. 37",61.25493739999999,73.3918976,"пр. Ленина, 37, Сургут, Ханты-Мансийский автономный округ, Россия, 628416",Сургут,город Сургут,Ханты-Мансийский автономный округ,проспект Ленина,37
332,1096681,Теле-2,"г. Ханты-Мансийск, ул. Энгельса, д. 1",,1096681_ESL-SES,Нет активной поддержки,Ханты-Мансийский филиал Т2 МОБАЙЛ ООО,1 096 681," г. Ханты-Мансийск, ул. Энгельса, д. 1",61.0030758,69.0176164,"ул. Энгельса, 1, Ханты-Мансийск, Ханты-Мансийский автономный округ, Россия, 628011",Ханты-Мансийск,город Ханты-Мансийск,Ханты-Мансийский автономный округ,улица Энгельса,1
333,112477,Теле-2,"г. Екатеринбург, ул. Амундсена, д. 65",,112477_ESL-SES,Нет активной поддержки,Екатеринбургский филиал Т2 МОБАЙЛ ООО,112 477," г. Екатеринбург, ул. Амундсена, д. 65",56.7958136,60.58088859999999,"ул. Амундсена, 65, Екатеринбург, Свердловская обл., Россия, 620146",Екатеринбург,город Екатеринбург,Свердловская область,улица Амундсена,65
334,113384,Теле-2,"г. Екатеринбург, ул. Академика Шварца, д. 17",,113384_ESL-SES,Нет активной поддержки,Екатеринбургский филиал Т2 МОБАЙЛ ООО,113 384," г. Екатеринбург, ул. Академика Шварца, д. 17",56.7966649,60.62675239999999,"ул. Академика Шварца, 17, Екатеринбург, Свердловская обл., Россия, 620089",Екатеринбург,город Екатеринбург,Свердловская область,улица Академика Шварца,17
335,123443,Теле-2,"г. Екатеринбург, ул. 8 Марта, д. 46",,123443_ESL-ZKong,Нет активной поддержки,Екатеринбургский филиал Т2 МОБАЙЛ ООО,123 443," г. Екатеринбург, ул. 8 Марта, д. 46",56.8289869,60.59883679999999,"ул. 8 Марта, 46, Екатеринбург, Свердловская обл., Россия, 620014",Екатеринбург,город Екатеринбург,Свердловская область,улица 8 Марта,46
336,1092824,Теле-2,"г. Екатеринбург, ул. Краснолесья, д. 133, ТЦ Академический",,1092824_ESL-SES,Нет активной поддержки,Екатеринбургский филиал Т2 МОБАЙЛ ООО,1 092 824," г. Екатеринбург, ул. Краснолесья, д. 133, ТЦ Академический",56.79325600000001,60.5195308,"ул. Краснолесья, 133, Екатеринбург, Свердловская обл., Россия, 620016",Екатеринбург,город Екатеринбург,Свердловская область,улица Краснолесья,133
337,780178,Теле-2,"г. Екатеринбург, ул. Вайнера, д.9А",,780178_ESL-ZKong,На поддержке,Екатеринбургский филиал Т2 МОБАЙЛ ООО,780 178," г. Екатеринбург, ул. Вайнера, д.9А",56.8277684,60.59817870000001,"ул. Вайнера, 9а, Екатеринбург, Свердловская обл., Россия, 620144",Екатеринбург,город Екатеринбург,Свердловская область,улица Вайнера,9а
338,771319,Теле-2,"г. Каменск-Уральский, пр-т Победы, д. 11А",,771319_ESL-ZKong,Нет активной поддержки,Екатеринбургский филиал Т2 МОБАЙЛ ООО,771 319," г. Каменск-Уральский, пр-т Победы, д. 11А",56.4195685,61.918536,"пр. Победы, 11А, Каменск-Уральский, Свердловская обл., Россия, 623428",Каменск-Уральский,город Каменск-Уральский,Свердловская область,проспект Победы,11А
339,122016,Теле-2,"г. Каменск-Уральский, ул. Суворова, д. 24",,122016_ESL-ZKong,Нет активной поддержки,Екатеринбургский филиал Т2 МОБАЙЛ ООО,122 016," г. Каменск-Уральский, ул. Суворова, д. 24",56.3907,61.9294839,"ул. Суворова, 24, Каменск-Уральский, Свердловская обл., Россия, 623430",Каменск-Уральский,город Каменск-Уральский,Свердловская область,улица Суворова,24
340,118153,Теле-2,"г. Новоуральск, Первомайская 87",,118153_ESL-ZKong,Нет активной поддержки,Екатеринбургский филиал Т2 МОБАЙЛ ООО,118 153," г. Новоуральск, Первомайская 87",57.2459331,60.0847373,"Первомайская ул., 87, Новоуральск, Свердловская обл., Россия, 624132",Новоуральск,город Новоуральск,Свердловская область,Первомайская улица,87
341,852296,Теле-2,"г. Оренбург, пр-т Дзержинского, д. 23",,852296_ESL-SES,Нет активной поддержки,Оренбургский филиал ООО “Т2 Мобайл”,852 296," г. Оренбург, пр-т Дзержинского, д. 23",51.8335368,55.1312076,"просп. Дзержинского, 23, Оренбург, Оренбургская обл., Россия, 460044",Оренбург,город Оренбург,Оренбургская область,проспект Дзержинского,23
342,900929,Теле-2,"г. Оренбург, пр-т Гагарина, д. 48",,900929_ESL-SES,Нет активной поддержки,Оренбургский филиал ООО “Т2 Мобайл”,900 929," г. Оренбург, пр-т Гагарина, д. 48",51.7759037,55.1854634,"пр. Гагарина, 48, Оренбург, Оренбургская обл., Россия, 460051",Оренбург,город Оренбург,Оренбургская область,проспект Гагарина,48
343,876649,Теле-2,"г. Оренбург, пр-т Победы, д. 1А",,876649_ESL-SES,Нет активной поддержки,Оренбургский филиал ООО “Т2 Мобайл”,876 649," г. Оренбург, пр-т Победы, д. 1А",51.7705488,55.10360679999999,"пр. Победы, 1а, Оренбург, Оренбургская обл., Россия, 460000",Оренбург,город Оренбург,Оренбургская область,проспект Победы,1а
344,854536,Теле-2,"г. Оренбург, ул. Новая, д. 4",,854536_ESL-SES,На поддержке,Оренбургский филиал ООО “Т2 Мобайл”,854 536," г. Оренбург, ул. Новая, д. 4",51.81019320000001,55.0934157,"ул. Новая, 4, Оренбург, Оренбургская обл., Россия, 460022",Оренбург,город Оренбург,Оренбургская область,улица Новая,4
345,755198,Теле-2,"Пермский Край, г. Березники, ул. Мира, д. 82",,755198_ESL-ZKong,Нет активной поддержки,Пермский филиал Т2 МОБАЙЛ ООО,755 198," Пермский Край, г. Березники, ул. Мира, д. 82",59.4091958,56.8517617,"ул. Мира, 82, Березники, Пермский край, Россия, 618425",Березники,город Березники,Пермский край,улица Мира,82
346,1024729,Теле-2,"г. Краснокамск, Комсомольский пр-т, д. 20",,1024729_ESL-SES,Нет активной поддержки,Пермский филиал Т2 МОБАЙЛ ООО,1 024 729," г. Краснокамск, Комсомольский пр-т, д. 20",58.0789548,55.7671866,"Краснокамск, Пермский край, Россия",Краснокамск,город Краснокамск,Пермский край,,
347,1052156,Теле-2,"г. Пермь, Комсомольский пр-т, д. 58",,1052156_ESL-SES,Нет активной поддержки,Пермский филиал Т2 МОБАЙЛ ООО,1 052 156," г. Пермь, Комсомольский пр-т, д. 58",57.9997184,56.25041479999999,"Комсомольский пр., 58, Пермь, Пермский край, Россия, 614039",Пермь,город Пермь,Пермский край,Комсомольский проспект,58
348,1024733,Теле-2,"г. Пермь, ш. Космонавтов, д. 162",,1024733_ESL-SES,Нет активной поддержки,Пермский филиал Т2 МОБАЙЛ ООО,1 024 733," г. Пермь, ш. Космонавтов, д. 162",57.9721942,56.1510007,"ш. Космонавтов, 162, Пермь, Пермский край, Россия, 614065",Пермь,город Пермь,Пермский край,шоссе Космонавтов,162
349,755183,Теле-2,"г. Пермь, Парковый пр-т, д. 17",,755183_ESL-SES,Нет активной поддержки,Пермский филиал Т2 МОБАЙЛ ООО,755 183," г. Пермь, Парковый пр-т, д. 17",57.9992971,56.1680429,"Парковый пр-т., 17, Пермь, Пермский край, Россия, 614046",Пермь,город Пермь,Пермский край,Парковый проспект,17
350,755182,Теле-2,"г. Пермь, ул. Мира, д. 41",,755182_ESL-SES,На поддержке,Пермский филиал Т2 МОБАЙЛ ООО,755 182," г. Пермь, ул. Мира, д. 41",57.9764277,56.1868815,"ул. Мира, 41, Пермь, Пермский край, Россия, 614095",Пермь,город Пермь,Пермский край,улица Мира,41
351,1011535,Теле-2,"г. Соликамск, ул. 20 лет победы, д. 117",,1011535_ESL-SES,Нет активной поддержки,Пермский филиал Т2 МОБАЙЛ ООО,1 011 535," г. Соликамск, ул. 20 лет победы, д. 117",59.64868079999999,56.7730428,"ул. 20 Лет Победы, 117, Соликамск, Пермский край, Россия, 618551",Соликамск,город Соликамск,Пермский край,улица 20 Лет Победы,117
352,914884,Теле-2,"г. Тобольск, 7 мкрн, д. 30 ,ТРЦ Жемчужина Сибири",,914884_ESL-SES,Нет активной поддержки,"Филиал ООО ""Т2 Мобайл"" в Тюменской и Курганской областях",914 884," г. Тобольск, 7 мкрн, д. 30 ,ТРЦ Жемчужина Сибири",58.2287287,68.2752094,"7 микрорайон, 30, Тобольск, Тюменская обл., Россия, 626158",Тобольск,город Тобольск,Тюменская область,7 микрорайон,30
353,1067191,Теле-2,"г. Тюмень, ул. Широтная, д. 112б, ТРЦ «Матрешка»",,1067191_ESL-SES,Нет активной поддержки,"Филиал ООО ""Т2 Мобайл"" в Тюменской и Курганской областях",1 067 191," г. Тюмень, ул. Широтная, д. 112б, ТРЦ «Матрешка»",57.1071532,65.5892372,"ул. Широтная, 112 а, Тюмень, Тюменская обл., Россия, 625046",Тюмень,город Тюмень,Тюменская область,улица Широтная,112 а
354,1083371,Теле-2,"г. Тюмень, Московский тракт, д. 118, ТРЦ «Колумб»",,1083371_ESL-SES,Нет активной поддержки,"Филиал ООО ""Т2 Мобайл"" в Тюменской и Курганской областях",1 083 371," г. Тюмень, Московский тракт, д. 118, ТРЦ «Колумб»",57.134819,65.4942856,"ул. Московский тракт, 118, Тюмень, Тюменская обл., Россия, 625000",Тюмень,город Тюмень,Тюменская область,улица Московский тракт,118
